Ntime,Open_us,High_us,Low_us,ClosePrice,AdjClose,Volume_us,Date,Close_cn,Open_cn,High_cn,Low_cn,Volume_cn,Fluctuation
20080603,1399.619995,1399.619995,1377.790039,1385.670044,1385.670044,3714320000,20080603,3614.11,3624.57,3641.43,3585.12,34740,-0.0032
20080604,1386.420044,1393.119995,1370.119995,1377.650024,1377.650024,4396380000,20080604,3546.92,3601.06,3605.06,3513.64,29420,-0.0186
20080605,1376.26001,1388.180054,1371.73999,1377.199951,1377.199951,4338640000,20080605,3512.14,3529.98,3542.24,3487.79,23990,-0.0098
20080606,1377.47998,1404.050049,1377.47998,1404.050049,1404.050049,4350790000,20080606,3489.5,3519.12,3532.3,3470.56,20940,-0.0064
20080610,1360.829956,1370.630005,1350.619995,1361.76001,1361.76001,4404570000,20080610,3206.56,3344.45,3352.32,3188.8,32950,-0.0811
20080611,1358.97998,1366.839966,1351.560059,1358.439941,1358.439941,4635070000,20080611,3140.3,3155.94,3181.82,3097.39,29410,-0.0207
20080612,1357.089966,1357.089966,1335.469971,1335.48999,1335.48999,4779980000,20080612,3084.63,3123.64,3148.74,3022.88,31450,-0.0177
20080613,1335.780029,1353.030029,1331.290039,1339.869995,1339.869995,4734240000,20080613,2979.12,3087.34,3108.99,2975.66,25320,-0.0342
20080617,1358.849976,1364.699951,1352.069946,1360.140015,1360.140015,3706940000,20080617,2842.68,2950.4,2977.89,2820.64,26460,-0.0371
20080618,1360.709961,1366.589966,1350.540039,1350.930054,1350.930054,3801960000,20080618,2991.27,2820.24,3007.18,2759.11,42560,0.0523
20080619,1349.589966,1349.589966,1333.400024,1337.810059,1337.810059,4573570000,20080619,2773.08,2967.4,2967.4,2768.22,36320,-0.0729
20080620,1336.890015,1347.660034,1330.5,1342.829956,1342.829956,4811670000,20080620,2849.67,2795.47,2946.94,2691.87,51680,0.0276
20080624,1319.77002,1323.780029,1315.310059,1318,1318,4186370000,20080624,2851.91,2775.69,2865.9,2770.99,31790,0.0222
20080625,1317.22998,1326.02002,1304.420044,1314.290039,1314.290039,4705050000,20080625,2969.54,2844.92,2973.17,2834.95,42430,0.0412
20080626,1314.540039,1335.630005,1314.540039,1321.969971,1321.969971,4825640000,20080626,2980.91,2964.52,3010.28,2922.79,42600,0.0038
20080627,1316.290039,1316.290039,1283.150024,1283.150024,1283.150024,5231280000,20080627,2816.02,2886.18,2899.84,2787.25,40890,-0.0553
20080702,1276.689941,1285.310059,1260.680054,1284.910034,1284.910034,5846290000,20080702,2699.6,2702.63,2745.94,2670.06,27920,0.0005
20080703,1285.819946,1292.170044,1261.51001,1261.52002,1261.52002,5276090000,20080703,2760.61,2654.48,2807.68,2617.26,45660,0.0226
20080704,1262.959961,1271.47998,1252.01001,1262.900024,1262.900024,3247590000,20080704,2741.85,2751.21,2783.85,2716.02,37910,-0.0068
20080708,1262.900024,1273.949951,1240.680054,1252.310059,1252.310059,5265420000,20080708,2901.84,2900.57,2939.14,2841.07,54250,0.0066
20080709,1251.839966,1274.170044,1242.839966,1273.699951,1273.699951,6034110000,20080709,3015.13,2927,3015.27,2927,69360,0.039
20080710,1273.380005,1277.359985,1244.569946,1244.689941,1244.689941,5181000000,20080710,2973.73,2970.98,3056.91,2950.2,61650,-0.0137
20080711,1245.25,1257.650024,1236.76001,1253.390015,1253.390015,5840430000,20080711,2953.5,2962.86,2988.2,2913.87,44290,-0.0068
20080715,1241.609985,1253.5,1225.01001,1228.300049,1228.300049,5434860000,20080715,2852.98,2987.06,2997.67,2849.2,47290,-0.0413
20080716,1226.829956,1234.349976,1200.439941,1214.910034,1214.910034,7363640000,20080716,2745.6,2818.76,2824.88,2702.66,39400,-0.0376
20080717,1214.650024,1245.52002,1211.390015,1245.359985,1245.359985,6738630000,20080717,2718.07,2790.26,2812.99,2705.81,32690,-0.01
20080718,1246.310059,1262.310059,1241.48999,1260.319946,1260.319946,7365210000,20080718,2815.46,2746.54,2818.06,2690.07,40200,0.0358
20080722,1261.819946,1267.73999,1255.699951,1260,1260,4630640000,20080722,2904.74,2905.28,2931.45,2890.25,38820,-0.0022
20080723,1257.079956,1277.420044,1248.829956,1277,1277,6180230000,20080723,2883.32,2923.05,2941.97,2879.18,38820,-0.0074
20080724,1278.869995,1291.170044,1276.060059,1282.189941,1282.189941,6705830000,20080724,2977.36,2905.04,2979.75,2902.98,48540,0.0326
20080725,1283.219971,1283.219971,1251.47998,1252.540039,1252.540039,6127980000,20080725,2939.2,2939.32,2967.72,2916.68,40570,-0.0128
20080729,1257.76001,1260.089966,1234.369995,1234.369995,1234.369995,4282960000,20080729,2905.63,2921.25,2921.25,2881.05,36040,-0.0187
20080730,1236.380005,1263.199951,1236.380005,1263.199951,1263.199951,5414240000,20080730,2884.38,2940.02,2949.94,2866.03,29810,-0.0073
20080731,1264.52002,1284.329956,1264.52002,1284.26001,1284.26001,5631330000,20080731,2805.21,2894.25,2899.07,2804.7,27940,-0.0274
20080805,1253.27002,1260.48999,1247.449951,1249.01001,1249.01001,4562280000,20080805,2703.08,2780.76,2792.74,2695.37,30470,-0.0253
20080806,1254.869995,1284.880005,1254.670044,1284.880005,1284.880005,1219310000,20080806,2721.69,2723.52,2749.1,2679.66,27400,0.0069
20080807,1283.98999,1291.670044,1276,1289.189941,1289.189941,4873420000,20080807,2720.44,2717.66,2747.88,2683.41,23370,-0.0005
20080808,1286.51001,1286.51001,1264.290039,1266.069946,1266.069946,5319380000,20080808,2591.46,2719.38,2719.38,2581.81,30900,-0.0474
20080812,1294.420044,1313.150024,1291.410034,1305.319946,1305.319946,5067310000,20080812,2444.16,2431.38,2474.32,2413.6,24190,-0.0051
20080813,1304.790039,1304.790039,1285.640015,1289.589966,1289.589966,4711290000,20080813,2444.67,2427.49,2466.09,2369.58,27550,0.0002
20080814,1288.640015,1294.030029,1274.859985,1285.829956,1285.829956,4787600000,20080814,2443.51,2429.98,2461.24,2410.49,20160,-0.0005
20080815,1282.109985,1300.109985,1276.839966,1292.930054,1292.930054,4064000000,20080815,2447.61,2440.39,2479.15,2412.95,20420,0.0017
20080819,1298.140015,1300.219971,1274.51001,1278.599976,1278.599976,3829290000,20080819,2348.47,2285.51,2356.19,2273.89,19480,0.0152
20080820,1276.650024,1276.650024,1263.109985,1266.689941,1266.689941,4159760000,20080820,2532.94,2332.39,2533.3,2312.18,45040,0.0785
20080821,1267.339966,1276.01001,1261.160034,1274.540039,1274.540039,4555030000,20080821,2443.98,2494.26,2535.86,2438.86,37520,-0.0351
20080822,1271.069946,1281.400024,1265.219971,1277.719971,1277.719971,4032590000,20080822,2404.93,2421.25,2437.43,2362.63,26300,-0.016
20080826,1290.469971,1290.469971,1264.869995,1266.839966,1266.839966,3420600000,20080826,2331.53,2370.53,2390.66,2306.94,23740,-0.0288
20080827,1267.030029,1275.650024,1263.209961,1271.51001,1271.51001,3587570000,20080827,2325.29,2322.54,2367.72,2291.35,23860,-0.0027
20080828,1271.290039,1285.050049,1270.030029,1281.660034,1281.660034,3499610000,20080828,2335.86,2325.26,2363.56,2316.68,20400,0.0045
20080829,1283.790039,1300.680054,1283.790039,1300.680054,1300.680054,3854280000,20080829,2391.64,2347.4,2418.05,2339.52,28880,0.0239
20080903,1287.829956,1303.040039,1272.199951,1277.579956,1277.579956,4783560000,20080903,2245.96,2279.6,2296.03,2219.56,23750,-0.0173
20080904,1276.609985,1280.599976,1265.589966,1274.97998,1274.97998,5056980000,20080904,2251.15,2238.64,2270.41,2216.11,18990,0.0023
20080905,1271.800049,1271.800049,1232.829956,1236.829956,1236.829956,5212500000,20080905,2183.43,2193.04,2221.09,2172.94,21650,-0.0301
20080909,1249.5,1274.420044,1247.119995,1267.790039,1267.790039,7351340000,20080909,2139.14,2135.22,2150.99,2111.4,17620,0.0059
20080910,1267.97998,1268.660034,1224.51001,1224.51001,1224.51001,7380630000,20080910,2143.18,2124.97,2181.25,2099.23,22060,0.0019
20080911,1227.5,1243.900024,1221.599976,1232.040039,1232.040039,6543440000,20080911,2072.13,2135.45,2141.99,2067.25,22180,-0.0332
20080912,1229.040039,1249.97998,1211.540039,1249.050049,1249.050049,6869250000,20080912,2077.85,2071.06,2102.98,2066.44,19200,0.0028
20080916,1250.920044,1250.920044,1192.699951,1192.699951,1192.699951,8279510000,20080916,2000.65,2050.32,2050.32,1987.3,33560,-0.0372
20080917,1188.310059,1214.839966,1169.280029,1213.599976,1213.599976,9459830000,20080917,1929.13,1981.25,2003.91,1923.55,32860,-0.0357
20080918,1210.339966,1210.339966,1155.880005,1156.390015,1156.390015,9431870000,20080918,1895.99,1876.96,1936.73,1804.77,47820,-0.0172
20080919,1157.079956,1211.140015,1133.5,1206.51001,1206.51001,10082690000,20080919,2073.11,2065.78,2073.11,2046.22,36530,0.0934
20080923,1255.369995,1255.369995,1205.609985,1207.089966,1207.089966,5368130000,20080923,2123.48,2141.6,2180.37,2118.92,78370,-0.0381
20080924,1207.609985,1221.150024,1187.060059,1188.219971,1188.219971,5185730000,20080924,2138.85,2072.65,2139.22,2050.97,45330,0.0072
20080925,1188.790039,1197.410034,1179.790039,1185.869995,1185.869995,4820360000,20080925,2223.53,2143.73,2256.27,2139.62,74240,0.0396
20080926,1187.869995,1220.030029,1187.869995,1209.180054,1209.180054,5877640000,20080926,2243.66,2234.46,2257.16,2192.13,59430,0.0091
20081007,1097.560059,1097.560059,1007.969971,1056.890015,1056.890015,7956020000,20081007,2102.45,2043.92,2136.12,2024.65,43070,-0.0123
20081008,1057.599976,1072.910034,996.22998,996.22998,996.22998,7069210000,20081008,2022.88,2041.99,2073.07,2000.52,36880,-0.0378
20081009,988.909973,1021.059998,970.969971,984.940002,984.940002,8716330000,20081009,1995.3,2059.59,2063.3,1993.01,33580,-0.0136
20081010,988.419983,1005.25,909.190002,909.919983,909.919983,6819000000,20081010,1906.96,1913.27,1938.21,1881.67,39150,-0.0443
20081014,912.75,1006.929993,912.75,1003.349976,1003.349976,7263370000,20081014,1934.62,2054.41,2060.49,1934.46,54330,-0.0256
20081015,1009.969971,1044.310059,972.070007,998.01001,998.01001,8161990000,20081015,1914.36,1911.03,1930.63,1892.02,31890,-0.0105
20081016,994.599976,994.599976,903.98999,907.840027,907.840027,6542330000,20081016,1820.9,1833.48,1866.9,1818.93,40530,-0.0488
20081017,909.530029,947.710022,865.830017,946.429993,946.429993,7984500000,20081017,1833.26,1837.91,1851.33,1805.67,28720,0.0068
20081021,943.51001,985.400024,943.51001,985.400024,985.400024,5175640000,20081021,1881.41,1901.24,1928.19,1880.52,38910,-0.0081
20081022,980.400024,985.440002,952.469971,955.049988,955.049988,5121830000,20081022,1833.32,1854.6,1887.31,1832.45,32970,-0.0256
20081023,951.669983,951.669983,875.809998,896.780029,896.780029,6147980000,20081023,1834.78,1794.68,1836.41,1779.13,35760,0.0008
20081024,899.080017,922.830017,858.440002,908.109985,908.109985,7189900000,20081024,1781.6,1831.46,1840.88,1769.11,32980,-0.029
20081028,874.280029,893.780029,846.75,848.919983,848.919983,5558050000,20081028,1705.82,1614.62,1716.31,1607.67,46790,0.0309
20081029,848.919983,940.51001,845.27002,940.51001,940.51001,7096950000,20081029,1658.22,1723.23,1731.26,1657.65,38870,-0.0279
20081030,939.51001,969.969971,922.26001,930.090027,930.090027,7077800000,20081030,1697.66,1669.97,1723.93,1646.35,41280,0.0238
20081031,939.380005,963.22998,928.5,954.090027,954.090027,6175830000,20081031,1663.66,1688.09,1696.65,1655.09,28320,-0.02
20081104,968.669983,975.570007,958.820007,966.299988,966.299988,4492280000,20081104,1627.76,1646.2,1648.45,1606.73,26100,-0.0156
20081105,971.309998,1007.51001,971.309998,1005.75,1005.75,5531290000,20081105,1691.42,1641.26,1714.66,1641.26,42420,0.0391
20081106,1001.840027,1001.840027,949.859985,952.77002,952.77002,5426640000,20081106,1649.78,1648.13,1661.44,1638.34,30780,-0.0246
20081107,952.400024,952.400024,899.72998,904.880005,904.880005,6102230000,20081107,1677.83,1618.75,1690.11,1612.74,31520,0.017
20081111,936.75,951.950012,907.469971,919.210022,919.210022,4572000000,20081111,1781.36,1795.3,1824.93,1778.33,66070,-0.0113
20081112,917.150024,917.150024,884.900024,898.950012,898.950012,4998340000,20081112,1801.82,1758.48,1806.23,1754.29,44090,0.0115
20081113,893.390015,893.390015,850.47998,852.299988,852.299988,5764180000,20081113,1874.08,1777.03,1891.94,1765.63,83240,0.0401
20081114,853.130005,913.01001,818.690002,911.289978,911.289978,7849120000,20081114,1943.65,1893.31,1943.65,1874.93,91170,0.0371
20081118,873.22998,882.289978,848.97998,850.75,850.75,4927490000,20081118,1839.82,1974.38,1994.82,1831.76,97280,-0.0742
20081119,852.340027,865.900024,826.840027,859.119995,859.119995,6679470000,20081119,1953.16,1831.6,1959.52,1823.27,82120,0.0616
20081120,859.030029,864.570007,806.179993,806.580017,806.580017,6548600000,20081120,1932.43,1916.7,1976.95,1900.27,83190,-0.0106
20081121,805.869995,820.52002,747.780029,752.440002,752.440002,9093740000,20081121,1920.73,1872.27,1968.89,1835.09,83050,-0.0061
20081125,801.200012,865.599976,801.200012,851.809998,851.809998,7879440000,20081125,1834.29,1870.06,1883.1,1801.56,42820,-0.0018
20081126,853.400024,868.940002,834.98999,857.390015,857.390015,6952700000,20081126,1843.49,1832.11,1865.65,1815.02,45570,0.005
20081127,852.900024,887.679993,841.369995,887.679993,887.679993,5793260000,20081127,1870.47,1961.89,1969.02,1870.05,88010,0.0146
20081202,888.609985,888.609985,815.690002,816.210022,816.210022,6052010000,20081202,1868.63,1821.54,1891.13,1814.9,61350,0.0024
20081203,817.940002,850.539978,817.940002,848.809998,848.809998,6170100000,20081203,1952.67,1884.6,1952.67,1884.6,85020,0.045
20081204,843.599976,873.119995,827.599976,870.73999,870.73999,6221880000,20081204,1982.93,1980.44,2046.47,1978.14,119180,0.0155
20081205,869.75,875.599976,833.599976,845.219971,845.219971,5860390000,20081205,2013.17,1969.74,2014.2,1965.09,74370,0.0153
20081209,882.710022,918.570007,882.710022,909.700012,909.700012,6553600000,20081209,2040.85,2104.12,2107.6,2038.07,92510,-0.0259
20081210,906.47998,916.26001,885.380005,888.669983,888.669983,5693110000,20081210,2096.39,2028.51,2096.39,2014.28,83270,0.0272
20081211,892.169983,908.27002,885.450012,899.23999,899.23999,5942130000,20081211,2046.34,2087.43,2107.29,2043.62,73560,-0.0239
20081212,898.349976,904.630005,868.72998,873.590027,873.590027,5513840000,20081212,1960.38,2027.07,2038.18,1936.28,67390,-0.042
20081216,881.070007,884.630005,857.719971,868.570007,868.570007,4982390000,20081216,1994.45,1956.99,1994.96,1919.87,47930,0.0098
20081217,871.530029,914.659973,871.530029,913.179993,913.179993,6009780000,20081217,2001.42,2002.03,2030.39,1995.65,58690,0.0035
20081218,908.159973,918.849976,895.940002,904.419983,904.419983,5907380000,20081218,2045.1,2001.05,2045.94,1982.43,58430,0.0218
20081219,905.97998,911.02002,877.440002,885.280029,885.280029,5675000000,20081219,2052.11,2037.37,2075.38,2033.11,63310,0.0034
20081223,887.200012,887.369995,857.090027,871.630005,871.630005,4869850000,20081223,1918.95,2019.23,2019.23,1918.43,63590,-0.0489
20081224,874.309998,880.440002,860.099976,863.159973,863.159973,4051970000,20081224,1887.08,1893.22,1912.78,1872.65,44200,-0.0166
20081225,863.869995,869.789978,861.440002,868.150024,868.150024,1546550000,20081225,1870.77,1891.53,1902.71,1848.71,39920,-0.0086
20081230,872.369995,873.700012,857.070007,869.419983,869.419983,3323430000,20081230,1833.43,1852.95,1867.41,1824.53,37590,-0.0115
20081231,870.580017,891.119995,870.580017,890.640015,890.640015,3627800000,20081231,1817.72,1835.11,1844.42,1813.73,35630,-0.0086
20090106,929.169983,936.630005,919.530029,927.450012,927.450012,5413910000,20090106,1942.8,1880.67,1948.49,1873.01,70970,0.0318
20090107,931.169983,943.849976,927.280029,934.700012,934.700012,5392620000,20090107,1931.18,1942.67,1959.25,1930.87,59700,-0.006
20090108,927.450012,927.450012,902.369995,906.650024,906.650024,4704940000,20090108,1887.99,1894.66,1902.8,1873.65,53450,-0.0224
20090109,905.72998,910,896.809998,909.72998,909.72998,4991550000,20090109,1918.37,1886.49,1923.42,1886.49,47410,0.0161
20090113,890.400024,890.400024,864.320007,870.26001,870.26001,4725050000,20090113,1876.18,1892.65,1908.2,1874.97,49820,-0.0232
20090114,869.789978,877.02002,862.02002,871.789978,871.789978,5567460000,20090114,1955.24,1873.63,1955.24,1873.63,59280,0.0421
20090115,867.280029,867.280029,836.929993,842.619995,842.619995,5407880000,20090115,1954.87,1935.39,1977.19,1930.3,78940,-0.0002
20090116,841.98999,851.590027,817.039978,843.73999,843.73999,7807350000,20090116,1990.21,1965.44,2026.65,1965.44,96540,0.0181
20090121,849.640015,849.640015,804.469971,805.219971,805.219971,6375230000,20090121,2021.71,1993.67,2047.11,1988.24,64120,-0.0017
20090122,806.77002,841.719971,804.299988,840.23999,840.23999,6467830000,20090122,2044.55,2034.29,2048.48,2012.74,58860,0.0113
20090123,839.73999,839.73999,811.289978,827.5,827.5,5843830000,20090123,2032.68,2039.52,2054.33,2025.19,57500,-0.0058
20090203,823.090027,830.780029,812.869995,825.440002,825.440002,5673270000,20090203,2108.91,2056.8,2108.94,2049.89,87640,0.0252
20090204,825.690002,842.599976,821.97998,838.51001,838.51001,5886310000,20090204,2166.41,2118.56,2166.41,2117.02,100890,0.0273
20090205,837.77002,851.849976,829.179993,832.22998,832.22998,6420450000,20090205,2150.97,2164.55,2211.18,2135.67,115100,-0.0071
20090206,831.75,850.549988,819.909973,845.849976,845.849976,6624030000,20090206,2237.28,2158.08,2240.02,2158.08,106670,0.0401
20090210,868.23999,875.01001,861.650024,869.890015,869.890015,5574370000,20090210,2326.76,2288.07,2327.1,2263.53,116300,0.0131
20090211,866.869995,868.049988,822.98999,827.159973,827.159973,6770170000,20090211,2331.14,2287.23,2381.19,2275.57,147580,0.0019
20090212,827.409973,838.219971,822.299988,833.73999,833.73999,5926460000,20090212,2318.34,2335.4,2344.66,2248.48,119830,-0.0055
20090213,829.909973,835.47998,808.059998,835.190002,835.190002,6476460000,20090213,2399.07,2321.56,2402.44,2307.09,140410,0.0348
20090218,818.609985,818.609985,789.169983,789.169983,789.169983,5907820000,20090218,2275.84,2331.66,2369.05,2272.51,115420,-0.0459
20090219,791.059998,796.169983,780.429993,788.419983,788.419983,5740710000,20090219,2298.41,2295.65,2324.68,2259.59,90850,0.0099
20090220,787.909973,797.580017,777.030029,778.940002,778.940002,5746940000,20090220,2344.32,2300.81,2344.77,2276.3,86630,0.02
20090224,773.25,777.849976,742.369995,743.330017,743.330017,6509300000,20090224,2301.85,2376.7,2411.91,2294.52,127020,-0.0451
20090225,744.690002,775.48999,744.690002,773.140015,773.140015,7234490000,20090225,2304.25,2325.04,2337.42,2226.44,107880,0.001
20090226,770.640015,780.119995,752.890015,764.900024,764.900024,7483640000,20090226,2190.18,2295.43,2332.35,2167.15,102200,-0.0495
20090227,765.76001,779.419983,751.75,752.830017,752.830017,7599970000,20090227,2140.49,2164.54,2186.82,2117.06,87080,-0.0227
20090303,729.570007,729.570007,699.700012,700.820007,700.820007,7868290000,20090303,2142.15,2109.84,2168.22,2100.64,66170,-0.0104
20090304,704.440002,711.669983,692.299988,696.330017,696.330017,7583230000,20090304,2285.15,2150.24,2290.94,2150.24,110750,0.0668
20090305,698.599976,724.119995,698.599976,712.869995,712.869995,7673620000,20090305,2304.92,2314.08,2340.37,2259.8,131990,0.0087
20090306,708.27002,708.27002,677.929993,682.549988,682.549988,7507250000,20090306,2286.58,2260.76,2313.2,2255.82,85970,-0.008
20090310,680.76001,695.27002,672.880005,676.530029,676.530029,7277320000,20090310,2240.78,2175.31,2241.24,2168.32,56660,0.0174
20090311,679.280029,719.599976,679.280029,719.599976,719.599976,8618330000,20090311,2220.38,2288.05,2292.4,2212.88,70840,-0.0091
20090312,719.590027,731.919983,713.849976,721.359985,721.359985,7287810000,20090312,2215.7,2208.04,2220.3,2156.6,55700,-0.0021
20090313,720.890015,752.630005,714.76001,750.73999,750.73999,7326630000,20090313,2205.42,2229.25,2250.24,2200.97,54080,-0.0046
20090317,758.840027,774.530029,753.369995,753.890015,753.890015,7883540000,20090317,2322.4,2244.11,2329.3,2239.67,92980,0.036
20090318,753.880005,778.119995,749.929993,778.119995,778.119995,6156800000,20090318,2332.65,2335.42,2370.56,2328.86,101870,0.0044
20090319,776.01001,803.039978,765.640015,794.349976,794.349976,9098450000,20090319,2382.56,2337.52,2386.23,2331.26,97320,0.0214
20090320,797.919983,803.23999,781.820007,784.039978,784.039978,9033870000,20090320,2379.84,2389.89,2397.21,2343.27,109400,-0.0011
20090324,772.309998,823.369995,772.309998,822.919983,822.919983,7715770000,20090324,2451.78,2477.57,2483.83,2440.53,111990,0.0051
20090325,820.599976,823.650024,805.47998,806.119995,806.119995,6767980000,20090325,2401.33,2435.63,2472.94,2401.05,95820,-0.0206
20090326,806.809998,826.780029,791.369995,813.880005,813.880005,7687180000,20090326,2479.79,2407.76,2479.83,2379.95,113250,0.0327
20090327,814.059998,832.97998,814.059998,832.859985,832.859985,6992960000,20090327,2498.93,2501,2516.38,2481.69,135370,0.0077
20090331,809.070007,809.070007,779.809998,787.530029,787.530029,5912660000,20090331,2507.79,2436.78,2507.9,2423.57,95460,0.0094
20090402,793.590027,813.619995,783.320007,811.080017,811.080017,6034140000,20090402,2576.4,2558.77,2599.25,2558.26,135150,0.0111
20090403,814.530029,845.609985,814.530029,834.380005,834.380005,7542810000,20090403,2570.5,2597.92,2612.37,2555.61,123660,-0.0023
20090407,839.75,839.75,822.789978,835.47998,835.47998,6210000000,20090407,2576.95,2570.62,2597.06,2543.65,86080,0.0025
20090408,834.119995,834.119995,814.530029,815.549988,815.549988,5155580000,20090408,2479.35,2563.72,2573.09,2479.35,99330,-0.0379
20090409,816.76001,828.419983,814.840027,825.159973,825.159973,5938460000,20090409,2517.67,2477.42,2517.74,2457.42,74590,0.0155
20090410,829.289978,856.909973,829.289978,856.559998,856.559998,7600710000,20090410,2595.53,2540.11,2595.6,2530.62,104140,0.0309
20090414,855.330017,864.309998,845.349976,858.72998,858.72998,6434890000,20090414,2676.87,2651.2,2682.91,2637.38,110490,0.0077
20090415,856.880005,856.880005,840.25,841.5,841.5,7569840000,20090415,2686.99,2662.73,2690.64,2627.81,120670,0.0038
20090416,839.440002,852.929993,835.580017,852.059998,852.059998,6241100000,20090416,2687.11,2690.51,2706.62,2643.32,123730,0
20090417,854.539978,870.349976,847.039978,865.299988,865.299988,6598670000,20090417,2650.69,2675.67,2693.29,2628.62,101530,-0.0136
20090421,868.27002,868.27002,832.390015,832.390015,832.390015,6973960000,20090421,2675.44,2670.28,2697.72,2634.53,108190,-0.0119
20090422,831.25,850.090027,826.830017,850.080017,850.080017,7436490000,20090422,2576.28,2687.86,2713.3,2563.36,124050,-0.0371
20090423,847.26001,861.780029,840.570007,843.549988,843.549988,7327860000,20090423,2593.56,2555.53,2604.16,2543.91,80890,0.0067
20090424,844.619995,852.869995,835.450012,851.919983,851.919983,6563100000,20090424,2572.89,2605.7,2609.87,2570.38,73360,-0.008
20090428,862.820007,868.830017,854.650024,857.51001,857.51001,5613460000,20090428,2518.53,2490.53,2531.54,2485.8,59270,0.0021
20090429,854.47998,864.47998,847.119995,855.159973,855.159973,6328000000,20090429,2605.37,2518.85,2615.81,2514.14,81890,0.0345
20090430,856.849976,882.059998,856.849976,873.640015,873.640015,6101620000,20090430,2622.93,2616.49,2640.02,2604.45,85810,0.0067
20090505,879.210022,907.849976,879.210022,907.23999,907.23999,7038840000,20090505,2727.01,2733.11,2751.25,2713.23,102310,0.0047
20090506,906.099976,907.700012,897.340027,903.799988,903.799988,6882860000,20090506,2764.98,2721.82,2771.21,2713.54,105810,0.0139
20090507,903.950012,920.280029,903.950012,919.530029,919.530029,8555040000,20090507,2767.08,2783.58,2797.47,2731.8,122100,0.0008
20090508,919.580017,929.580017,901.359985,907.390015,907.390015,9120100000,20090508,2789.22,2751.5,2800.22,2733.33,106730,0.008
20090512,922.98999,922.98999,908.679993,909.23999,909.23999,6150600000,20090512,2788.56,2702.74,2788.61,2699.95,88700,0.0232
20090513,910.52002,915.570007,896.460022,908.349976,908.349976,6871750000,20090513,2814.01,2792.42,2822.71,2775.57,107110,0.0091
20090514,905.400024,905.400024,882.799988,883.919983,883.919983,7091820000,20090514,2792.6,2781.05,2804.48,2757.55,82640,-0.0076
20090515,884.23999,898.359985,882.52002,893.070007,893.070007,6134870000,20090515,2796.12,2800.57,2815.46,2773.32,64930,0.0013
20090519,886.070007,910,886.070007,909.710022,909.710022,5702150000,20090519,2840.08,2836.34,2849.63,2821.95,97700,0.0105
20090520,909.669983,916.390015,905.219971,908.130005,908.130005,6616270000,20090520,2812.86,2843.55,2849.64,2812.6,87940,-0.0096
20090521,908.619995,924.599976,901.369995,903.469971,903.469971,8205060000,20090521,2750.01,2795.83,2808.29,2735.77,85540,-0.0223
20090522,900.419983,900.419983,879.609985,888.330017,888.330017,6019840000,20090522,2740.68,2733.02,2762.74,2719.12,61500,-0.0034
20090527,887,911.76001,881.460022,910.330017,910.330017,5667050000,20090527,2759.71,2734.42,2768.57,2715.82,67980,0.0147
20090602,923.26001,947.77002,923.26001,942.869995,942.869995,6370440000,20090602,2865.1,2878.53,2892.78,2855.06,108340,0.0024
20090603,942.869995,949.380005,938.460022,944.73999,944.73999,5987340000,20090603,2939.39,2865.73,2939.39,2864.71,112070,0.0259
20090604,942.51001,942.51001,923.849976,931.76001,931.76001,5323770000,20090604,2953.75,2924.27,2961.04,2899.67,130130,0.0049
20090605,932.48999,942.469971,929.320007,942.460022,942.460022,5352890000,20090605,2939.31,2966.07,2975.18,2937.18,108480,-0.0049
20090609,938.119995,946.330017,926.440002,939.140015,939.140015,4483430000,20090609,2960.56,2948.95,2960.9,2892.72,91990,0.0041
20090610,940.349976,946.919983,936.150024,942.429993,942.429993,4439950000,20090610,2989.59,2972.42,2995.7,2966.59,101790,0.0098
20090611,942.72998,949.77002,927.969971,939.150024,939.150024,5379420000,20090611,2961.63,2982.97,3000.86,2951.27,87120,-0.0094
20090612,939.039978,956.22998,939.039978,944.890015,944.890015,5500840000,20090612,2906.29,2955.57,2976.86,2883.32,80070,-0.0187
20090616,942.450012,942.450012,919.650024,923.719971,923.719971,4697880000,20090616,2961.22,2936.51,2979.41,2929.04,70180,-0.0017
20090617,925.599976,928,911.599976,911.969971,911.969971,4951200000,20090617,3010.59,2957.58,3017.41,2930.49,77290,0.0167
20090618,911.890015,918.440002,903.780029,910.710022,910.710022,5523650000,20090618,3057.43,3014.44,3061.75,3014.44,96280,0.0156
20090619,910.859985,921.929993,907.940002,918.369995,918.369995,4684010000,20090619,3080,3061.9,3086.72,3047.27,102520,0.0074
20090623,918.130005,918.130005,893.039978,893.039978,893.039978,4903940000,20090623,3083.89,3036.4,3128.53,3028.45,111510,0.0004
20090624,893.460022,898.690002,888.859985,895.099976,895.099976,5071020000,20090624,3120.73,3079.49,3121.21,3068.24,109420,0.0119
20090625,896.309998,910.849976,896.309998,900.940002,900.940002,4636720000,20090625,3117.92,3125.66,3141.17,3103.87,82810,-0.0009
20090626,899.450012,921.419983,896.27002,920.26001,920.26001,4911240000,20090626,3128.42,3126.23,3137.08,3109.32,70500,0.0034
20090630,919.859985,927.98999,916.179993,927.22998,927.22998,4211760000,20090630,3166.47,3191.64,3195.72,3159.63,86780,-0.0042
20090702,920.820007,931.919983,920.820007,923.330017,923.330017,3919400000,20090702,3282.36,3248.2,3285.09,3247.57,112990,0.0137
20090703,921.23999,921.23999,896.419983,896.419983,896.419983,3931000000,20090703,3327.14,3254.93,3327.67,3249.11,105730,0.0136
